iter	Logloss
318	0.1213763356
319	0.1208498552
320	0.120328933
321	0.1198061481
322	0.1192913949
323	0.1187747195
324	0.1182581484
325	0.1177500114
326	0.1172559261
327	0.1167609543
328	0.1162699535
329	0.1157832816
330	0.1152976975
331	0.114813894
332	0.1143339872
333	0.1138556004
334	0.1133812442
335	0.1129084229
336	0.1124395877
337	0.1119721606
338	0.1115063727
339	0.1110441461
340	0.1105836034
341	0.1101271808
342	0.1096720397
343	0.1092210189
344	0.1087711602
345	0.108322978
346	0.1078785956
347	0.1074356213
348	0.1069967747
349	0.1065591872
350	0.1061230972
351	0.1056906506
352	0.1052599847
353	0.1048330292
354	0.1044074893
355	0.103983283
356	0.1035629213
357	0.1031438261
358	0.1027264148
359	0.1023124978
360	0.1018999666
361	0.1014915258
362	0.1010843217
363	0.1006784737
364	0.1002764702
365	0.09987571836
366	0.09947615862
367	0.09908059239
368	0.09868639708
369	0.09829336405
370	0.09790412337
371	0.09751613438
372	0.09712961316
373	0.09674682468
374	0.0963652283
375	0.09598459303
376	0.0956081301
377	0.09523276985
378	0.09485858679
379	0.09448847175
380	0.09411928058
381	0.0937513411
382	0.09338739514
383	0.09302440286
384	0.09266266227
385	0.09230208397
386	0.09194549918
387	0.09158983827
388	0.09123785794
389	0.09088455141
390	0.09053489566
391	0.09018939734
392	0.08984205127
393	0.08949847519
394	0.08915615082
395	0.08881747723
396	0.08847719431
397	0.0881408453
398	0.08780531585
399	0.08747383207
400	0.08714309335
401	0.08681377023
402	0.08648538589
403	0.08616065979
404	0.08583714068
405	0.08551472425
406	0.08519312739
407	0.08487550914
408	0.0845585838
409	0.08424285799
410	0.08392821252
411	0.08361721039
412	0.08330725133
413	0.08299812675
414	0.08269023895
415	0.08238595724
416	0.08208276331
417	0.08178040385
418	0.08147899806
419	0.08118144423
420	0.08088488877
421	0.08058893681
422	0.0802944079
423	0.08000317961
424	0.07971014082
425	0.07942106575
426	0.0791355148
427	0.07884800434
428	0.07856449485
429	0.07828166336
430	0.07799971104
431	0.07771900296
432	0.07744145393
433	0.0771625042
434	0.07688695192
435	0.07661491632
436	0.07634137571
437	0.07607103884
438	0.07579928637
439	0.07553362846
440	0.07526616007
441	0.07499953359
442	0.07473643869
443	0.07447421551
444	0.07421290874
445	0.07395236194
446	0.07369282842
447	0.07343681157
448	0.07318150997
449	0.07292708755
450	0.07267358899
451	0.07242329419
452	0.07217147946
453	0.0719229877
454	0.0716753304
455	0.07142855227
456	0.07118269801
457	0.07094016671
458	0.07069863379
459	0.07045781612
460	0.07021745294
461	0.0699781999
462	0.06973955035
463	0.06950458884
464	0.06927021593
465	0.06903681159
466	0.0688040033
467	0.06857195497
468	0.06834086776
469	0.06811286509
470	0.0678858608
471	0.06765965372
472	0.0674340874
473	0.06720912457
474	0.06698800623
475	0.06676444411
476	0.06654435396
477	0.06632503867
478	0.0661066398
479	0.0658916831
480	0.06567436457
481	0.06546064466
482	0.06524479389
483	0.06503283978
484	0.06482112408
485	0.06461016834
486	0.0644005537
487	0.06418396533
488	0.06396752596
489	0.063753739
490	0.06354211271
491	0.06332758814
492	0.06312129647
493	0.06290650368
494	0.06270226836
495	0.06249533221
496	0.06228806078
497	0.06208582222
498	0.06187559664
499	0.06167557836
500	0.06147005409
501	0.06126952544
502	0.06107398868
503	0.06086742878
504	0.06066865474
505	0.06047561392
506	0.06028543413
507	0.0600952208
508	0.05990849435
509	0.05971951783
510	0.05953346565
511	0.05934806168
512	0.05916317552
513	0.05897880718
514	0.05879448354
515	0.05861388147
516	0.05843072012
517	0.05825079978
518	0.05806864053
519	0.05788972974
520	0.05771093071
521	0.05753301084
522	0.0573551394
523	0.05718079209
524	0.05700427294
525	0.05683060735
526	0.05665481836
527	0.05648203194
528	0.05630984902
529	0.0561381802
530	0.05596660078
531	0.05579841137
532	0.05562783405
533	0.05546057597
534	0.05529111624
535	0.05512458086
536	0.05495860055
537	0.0547927469
538	0.05462769046
539	0.0544628799
540	0.05429874361
541	0.05413473025
542	0.05397384241
543	0.05381087214
544	0.05365078151
545	0.05349117517
546	0.05333225429
547	0.05317340791
548	0.05301508307
549	0.05285744369
550	0.05269987881
551	0.0525453575
552	0.0523888357
553	0.05223491788
554	0.0520818457
555	0.05192632601
556	0.05177396536
557	0.05162201449
558	0.05147049949
559	0.05132218823
560	0.05117111653
561	0.05102056265
562	0.05087333918
563	0.05072374642
564	0.0505772382
565	0.05043092743
566	0.05028510094
567	0.0501370728
568	0.04999196529
569	0.04984991252
570	0.04970560968
571	0.04956185818
572	0.0494209975
573	0.04927794263
574	0.04913764074
575	0.04899545759
576	0.04885596037
577	0.04871711135
578	0.04857833683
579	0.04843971878
580	0.04830222204
581	0.0481646508
582	0.0480273962
583	0.04789314419
584	0.04775664955
585	0.047623083
586	0.04748751223
587	0.04735454172
588	0.04722230136
589	0.04708764702
590	0.04695563763
591	0.04682443291
592	0.04669326544
593	0.04656538367
594	0.04643493891
595	0.04630513489
596	0.0461755693
597	0.04604877532
598	0.04591980577
599	0.04579377174
600	0.04566821456
601	0.0455429703
602	0.04541553557
603	0.04529089481
604	0.04516597837
605	0.04504226148
606	0.04492114857
607	0.04479791224
608	0.04467452317
609	0.04455208778
610	0.04443217814
611	0.0443103388
612	0.04419123009
613	0.04407264292
614	0.04395088553
615	0.04383297637
616	0.04371519387
617	0.04359784722
618	0.04348053411
619	0.04336358607
620	0.04324696586
621	0.04313061386
622	0.0430149138
623	0.04290168732
624	0.04278622568
625	0.04267376661
626	0.04255905747
627	0.04244719446
628	0.04233317077
629	0.04222159088
630	0.04211093113
631	0.0420001559
632	0.04188960791
633	0.04177963734
634	0.04166993499
635	0.04156020284
636	0.04145094007
637	0.04134228826
638	0.04123607278
639	0.04112741351
640	0.04101979733
641	0.04091450572
642	0.04080705345
643	0.04070235789
644	0.04059799016
645	0.04049133137
646	0.04038748145
647	0.04028431326
648	0.04018077999
649	0.04007781297
650	0.03997503966
651	0.0398728326
652	0.03977058455
653	0.03966861218
654	0.0395668447
655	0.03946807981
656	0.03936715424
657	0.03926626593
658	0.03916822374
659	0.03906801343
660	0.03897057474
661	0.03887072951
662	0.0387737602
663	0.03867724538
664	0.03858087957
665	0.03848187625
666	0.03838607669
667	0.0382902734
668	0.03819487244
669	0.03809987009
670	0.03800494969
671	0.03791287541
672	0.0378183946
673	0.03772419691
674	0.03763039783
675	0.03753916547
676	0.03744596243
677	0.03735525161
678	0.03726229072
679	0.03717236966
680	0.03707965463
681	0.03699010611
682	0.03690050915
683	0.03680887818
684	0.03671967983
685	0.03663104773
686	0.03654253483
687	0.03645426035
688	0.03636647388
689	0.03627844155
690	0.03619100899
691	0.03610373661
692	0.0360166654
693	0.03592956066
694	0.03584568948
695	0.03575921804
696	0.0356727466
697	0.03558952361
698	0.03550365567
699	0.03542074561
700	0.03533531725
701	0.03525292873
702	0.03516786546
703	0.03508579731
704	0.03500401229
705	0.03492242843
706	0.03483819962
707	0.03475725651
708	0.034676034
709	0.03459528834
710	0.0345146656
711	0.03443416208
712	0.03435406089
713	0.03427387774
714	0.03419389576
715	0.03411423415
716	0.03403777629
717	0.03395859152
718	0.0338794142
719	0.03380347043
720	0.0337247327
721	0.03364618868
722	0.03357081115
723	0.03349258751
724	0.03341757506
725	0.0333398357
726	0.03326506168
727	0.03319056332
728	0.03311350197
729	0.03303924948
730	0.03296510875
731	0.03289129585
732	0.03281748295
733	0.03274418786
734	0.03266832232
735	0.03259503096
736	0.0325224176
737	0.03244936466
738	0.03237951547
739	0.03230702132
740	0.03223500773
741	0.03216299415
742	0.03209102154
743	0.03201925009
744	0.0319507122
745	0.03187910467
746	0.0318081677
747	0.03173964471
748	0.03166410327
749	0.03158695251
750	0.03151832893
751	0.03144344687
752	0.03136612847
753	0.03129760548
754	0.03121939488
755	0.03114457428
756	0.03107356094
757	0.0310079027
758	0.03093007207
759	0.03085639514
760	0.0307879243
761	0.03071643598
762	0.03065066971
763	0.03058478609
764	0.03051901981
765	0.03045313805
766	0.03038797528
767	0.03032268956
768	0.03025740385
769	0.03019200638
770	0.0301271677
771	0.03006236255
772	0.03000008501
773	0.02993564494
774	0.02987144329
775	0.02980960906
776	0.02974557132
777	0.0296812132
778	0.02962005138
779	0.02955605835
780	0.02949521877
781	0.02943162248
782	0.02937079035
783	0.02930731326
784	0.02924679965
785	0.02918356657
786	0.02912357263
787	0.02906318009
788	0.02900069952
789	0.02894034982
790	0.02888080105
791	0.02882084996
792	0.02876129746
793	0.0286994651
794	0.02863999456
795	0.02858048677
796	0.02852153778
797	0.02846238762
798	0.02840335667
799	0.02834465168
800	0.0282862559
801	0.02822755277
802	0.02816924453
803	0.02811093628
804	0.02805515379
805	0.02799696662
806	0.02793910354
807	0.02788127959
808	0.02782356739
809	0.02776862681
810	0.02771100402
811	0.02765357494
812	0.02759883553
813	0.02754176967
814	0.02748715132
815	0.0274304077
816	0.02737350203
817	0.02731952444
818	0.02726522461
819	0.02720880508
820	0.02715482563
821	0.02709852159
822	0.02704506367
823	0.02698895708
824	0.02693566121
825	0.02688224614
826	0.02682922781
827	0.02677356638
828	0.02672070824
829	0.02666781098
830	0.02661515027
831	0.02655981481
832	0.02650739998
833	0.02645486593
834	0.02640257031
835	0.02635015547
836	0.0262982212
837	0.02624604478
838	0.02619434893
839	0.02614241838
840	0.02609104104
841	0.02603922784
842	0.0259879306
843	0.0259363614
844	0.02588783018
845	0.02583637834
846	0.02578548342
847	0.025734514
848	0.02568341978
849	0.02563548833
850	0.02558472008
851	0.0255343467
852	0.02548365481
853	0.02543596923
854	0.02538556047
855	0.0253379494
856	0.02528797835
857	0.0252379328
858	0.02519060671
859	0.02514091507
860	0.02509370632
861	0.02504394017
862	0.02499721199
863	0.02494744398
864	0.02490080148
865	0.02485174686
866	0.02480498701
867	0.02475873753
868	0.02470961213
869	0.0246631708
870	0.02461712807
871	0.02456859685
872	0.02452271245
873	0.02447678894
874	0.02443098277
875	0.02438494563
876	0.02433665842
877	0.02429133281
878	0.02424601093
879	0.02420024946
880	0.02415540814
881	0.02411008626
882	0.02406504378
883	0.02401988208
884	0.02397527918
885	0.02393031865
886	0.02388540283
887	0.02384071797
888	0.02379647642
889	0.02375179529
890	0.02370731533
891	0.02366299555
892	0.02361891419
893	0.02357455716
894	0.02353071421
895	0.02348659933
896	0.02344528213
897	0.02340175956
898	0.02335780114
899	0.02331432328
900	0.0232732445
901	0.02322984859
902	0.02318637073
903	0.02314313129
904	0.02310241759
905	0.0230595395
906	0.02301646397
907	0.02297614515
908	0.02293291129
909	0.02289299667
910	0.02285015956
911	0.02281024493
912	0.02276756987
913	0.02272773534
914	0.02268522233
915	0.0226455871
916	0.02260354906
917	0.02256388031
918	0.02252160385
919	0.02248233184
920	0.02244005352
921	0.02240102366
922	0.02236167155
923	0.02232007682
924	0.02228092402
925	0.02224201337
926	0.02220049873
927	0.02216178738
928	0.022123117
929	0.02208432928
930	0.02204313315
931	0.0220047012
932	0.02196655236
933	0.0219281204
934	0.02188969404
935	0.02184873819
936	0.02181078866
937	0.02177295834
938	0.02173500694
939	0.02169685997
940	0.02165894955
941	0.02162136137
942	0.02158341184
943	0.02154606208
944	0.02150839195
945	0.02147104591
946	0.02143369615
947	0.02139635012
948	0.02135916054
949	0.02132192999
950	0.02128458396
951	0.02124795318
952	0.02121052891
953	0.02117357776
954	0.02113679424
955	0.02110016346
956	0.02106329799
957	0.02102943324
958	0.0209930893
959	0.02095622197
960	0.02091999352
961	0.02088356763
962	0.02085014433
963	0.02081379853
964	0.02077757381
965	0.0207416229
966	0.02070804313
967	0.02067205682
968	0.02063626982
969	0.02060304582
970	0.02056702413
971	0.02053147554
972	0.02049869299
973	0.02046290971
974	0.02042756416
975	0.0203946624
976	0.02035928145
977	0.0203264989
978	0.0202912353
979	0.02025877498
980	0.02022342943
981	0.02019096911
982	0.02015618235
983	0.02012400329
984	0.02008901909
985	0.02005695924
986	0.02002209052
987	0.01999015361
988	0.01995553076
989	0.01992351189
990	0.01989157125
991	0.01985719055
992	0.01982536912
993	0.01979114488
994	0.01975952648
995	0.01972802728
996	0.01969344355
997	0.01966230199
998	0.01963112503
999	0.01959970966
